drug_ref,drug_descr,atc_ref,atc_descr
7039A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7087A355D9485261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
71D6A2559161E937E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7322A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7465A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7511A15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
757B9F5547FC5261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
76DEA2559161E937E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
792FA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
79E7A35551047E7DE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7A87A355D9485261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7B21A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7B3F9F5547FC5261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7D22A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7E31A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
7F05A15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
80DEA2559161E937E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
812AA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
832FA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
83E49858E88F580FE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
8722A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
8831A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
886D575BC913A583E1000000AC1601AB,citalopram,N06AB04,Citalopram
8DE49858E88F580FE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
9C54A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A3170E5B656BA374E1000000AC160194,citalopram,N06AB04,Citalopram
A3EBA15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A638A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A654A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A68CA355D9485261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A6DC005A436ACE32E1000000AC16019D,citalopram,N06AB04,Citalopram
A721A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A7E7A15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A966A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
AEDEA2559161E937E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
AF349858B56DCA60E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
AF5C9F5547FC5261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
B054A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
B5E3A2559161E937E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
B95C9F5547FC5261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
BA38A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
BA54A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
BDBCA15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
BE7F9F5547FC5261E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
C9EAA15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
CE31A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
CF349858B56DCA60E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
D033A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
D41AA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
D837A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
DA33A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
DBEAA15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
DE1AA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
E3F0A15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
E433A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
E81AA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
E9DFA35551047E7DE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
EA53A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
EC18A2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
F1349858B56DCA60E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
F21AA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
F253A3554908A548E1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
F9E2A35551047E7DE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
FC1AA2559FE3097CE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
FCD8A15577DAFF1BE1000000AC10015A,CITALOPRAM,N06AB04,Citalopram
A41189604E68B9EBE1000000AC1601AE,CITALOPRAM COMBIX 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,Citalopram
0A24B5933DF31EDE97A98627D6885B6A,CITALOPRAM NORMON 10MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N06AB04,Citalopram
7D8529624493AC78E1000000AC1601AB,CITALOPRAM TARBIS FARMA 20MG 28 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB04,Citalopram
0BC79B4991DBE03AE1000000AC100156,"CITALOPRAM, 10 MG COMP",N06AB04,Citalopram
33CA9B4991DBE03AE1000000AC100156,"CITALOPRAM, 10 MG COMP",N06AB04,Citalopram
61335C464128183FE1000000AC100155,"CITALOPRAM, 10 MG COMP",N06AB04,Citalopram
7DD49B4991DBE03AE1000000AC100156,"CITALOPRAM, 10 MG COMP",N06AB04,Citalopram
AD1C5B466A54183FE1000000AC100155,"CITALOPRAM, 10 MG COMP",N06AB04,Citalopram
F11C5B466A54183FE1000000AC100155,"CITALOPRAM, 10 MG COMP",N06AB04,Citalopram
5ADD285272702D27E1000000AC100158,"CITALOPRAM, 10 MG COMP RECUB",N06AB04,Citalopram
64DD285272702D27E1000000AC100158,"CITALOPRAM, 10 MG COMP RECUB",N06AB04,Citalopram
03235B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
04D95B4665DDEF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
0ED65B4692DF7E1EE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
15CF9B4991DBE03AE1000000AC100156,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
16D75B4665DDEF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
1E325C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
22D585509E26FA03E1000000AC100158,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
24325C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
251C5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
28D55B4692DF7E1EE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
2A4A5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
31298E504363697AE1000000AC10014C,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
351D5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
36335C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
5E4A5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
65335C464128183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
66E486508B7E6E7AE1000000AC10014C,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
691C5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
71255B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
78775C468000801EE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
791D5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
8B235B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
8D275B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
902B5C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
924A5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
AB4C5C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
BF225B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
C4315C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
CBA99D491D75CF3BE1000000AC100156,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
CCD65B4665DDEF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
CF235B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
DB295B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
DED45B4692DF7E1EE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
EE315C461C27EF6FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
F6495B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
FD1A5B466A54183FE1000000AC100155,"CITALOPRAM, 20 MG COMP",N06AB04,Citalopram
0CA6124EF0B8517CE1000000AC10014C,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
1FA4124EF0B8517CE1000000AC10014C,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
399D124EF0B8517CE1000000AC10014C,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
4DEB8A503A50FA03E1000000AC100158,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
4EB1124EF0B8517CE1000000AC10014C,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
72E486508B7E6E7AE1000000AC10014C,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
D386124EF0B8517CE1000000AC10014C,"CITALOPRAM, 20 MG COMP RECUB",N06AB04,Citalopram
002A5C461C27EF6FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
2ED585509E26FA03E1000000AC100158,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
3D298E504363697AE1000000AC10014C,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
411B5B466A54183FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
443C5B466A54183FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
4B86124EF0B8517CE1000000AC10014C,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
50D95B4692DF7E1EE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
583E5B466A54183FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
67285B466A54183FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
70D55B4692DF7E1EE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
7308B34BC21F5C7FE1000000AC10014C,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
84D65B4665DDEF6FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
97CF9B4991DBE03AE1000000AC100156,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
BBCF9B4991DBE03AE1000000AC100156,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
D5275B466A54183FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
D6305C461C27EF6FE1000000AC100155,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
F507B34BC21F5C7FE1000000AC10014C,"CITALOPRAM, 30 MG COMP",N06AB04,Citalopram
29A4124EF0B8517CE1000000AC10014C,"CITALOPRAM, 30 MG COMP RECUB",N06AB04,Citalopram
30798E505955A420E1000000AC10014C,"CITALOPRAM, 30 MG COMP RECUB",N06AB04,Citalopram
58B1124EF0B8517CE1000000AC10014C,"CITALOPRAM, 30 MG COMP RECUB",N06AB04,Citalopram
7AAD124EF0B8517CE1000000AC10014C,"CITALOPRAM, 30 MG COMP RECUB",N06AB04,Citalopram
8AE486508B7E6E7AE1000000AC10014C,"CITALOPRAM, 30 MG COMP RECUB",N06AB04,Citalopram
8D5586506F487344E1000000AC10014C,"CITALOPRAM, 30 MG COMP RECUB",N06AB04,Citalopram
A798124EF0B8517CE1000000AC10014C,"CITALOPRAM, 40 MG COMP RECUB",N06AB04,Citalopram
5D765C461C27EF6FE1000000AC100155,"CITARABINA LIPOSOMAL, 50 MG VIAL",L01BC01,Citarabina
3A335C461C27EF6FE1000000AC100155,"CITARABINA, 100 MG VIAL",L01BC01,Citarabina
88795C468000801EE1000000AC100155,"CITARABINA, 100 MG VIAL",L01BC01,Citarabina
6FD2EF54530DF822E1000000AC100159,"CITARABINA, 1000 MG VIAL",L01BC01,Citarabina
31ACF1552234B73FE1000000AC10014C,"CITARABINA, 2 G/20 ML VIAL",L01BC01,Citarabina
6E335C461C27EF6FE1000000AC100155,"CITARABINA, 500 MG VIAL",L01BC01,Citarabina
DE795C468000801EE1000000AC100155,"CITARABINA, 500 MG VIAL",L01BC01,Citarabina
0ADFA35551047E7DE1000000AC10015A,CITICOLINA,N06BX06,Citicolina
0C629F5547FC5261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
0C9EA355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
1ADFA35551047E7DE1000000AC10015A,CITICOLINA,N06BX06,Citicolina
1DD0A355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
349EA355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
3B9F2F5DD4223509E1000000AC16013F,citicolina,N06BX06,Citicolina
6E9DA355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
8C9DA355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
A68C575B1B0F24A3E1000000AC1601AB,citicolina,N06BX06,Citicolina
A6AE9357C9C1A512E1000000AC100159,citicolina,N06BX06,Citicolina
BCAE9357C9C1A512E1000000AC100159,citicolina,N06BX06,Citicolina
E69DA355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
F0AFA355D9485261E1000000AC10015A,CITICOLINA,N06BX06,Citicolina
F89A6359C7792268E1000000AC1601AB,citicolina,N06BX06,Citicolina
C0EFA34B047E3162E1000000AC10014C,"CITICOLINA, 1 G SOBRES",N06BX06,Citicolina
DEDB7E4CA5149838E1000000AC10014C,"CITICOLINA, 1 G/10 ML SOBR",N06BX06,Citicolina
344F5B466A54183FE1000000AC100155,"CITICOLINA, 1 G/4 ML AMP 4 ML",N06BX06,Citicolina
E67C5C468000801EE1000000AC100155,"CITICOLINA, 1 G/4 ML AMP 4 ML",N06BX06,Citicolina
28345C461C27EF6FE1000000AC100155,"CITICOLINA, 100 MG/1 ML GOT FRA 30 ML",N06BX06,Citicolina
EC7C5C468000801EE1000000AC100155,"CITICOLINA, 100 MG/ML GOT FRA 30 ML",N06BX06,Citicolina
97215B466A54183FE1000000AC100155,"CITICOLINA, 500 MG/2 ML AMP 2 ML",N06BX06,Citicolina
EE7B5C468000801EE1000000AC100155,"CITICOLINA, 500 MG/2 ML AMP 2 ML",N06BX06,Citicolina
8E345C461C27EF6FE1000000AC100155,"CITICOLINA, 500 MG/4 ML AMP 4 ML",N06BX06,Citicolina
947C5C468000801EE1000000AC100155,"CITICOLINA, 500 MG/4 ML AMP 4 ML",N06BX06,Citicolina
97B7A15577DAFF1BE1000000AC10015A,CITIDINA + URIDINA,M09AX91,"Nucleotidos, combinaciones con"
6148BE60990EAC66E1000000AC1601AE,"CITISINA AFLOFARM 1,5 MG COMPRIMIDOS EFG 100 comprimidos",N07BA04,Citisina
233D5C464128183FE1000000AC100155,"CITORSAL, 28 G POLV",,
45008E50635C6D44E1000000AC10014C,"Citorsal, 28 G POLV",A07CA,Formulaciones de sales de rehidratacion oral
4F008E50635C6D44E1000000AC10014C,"Citorsal, 28 G POLV",A07CA,Formulaciones de sales de rehidratacion oral
79C7BC4B788F567FE1000000AC10014C,"CITORSAL, 28 G POLV",,
6AB1174FC9DE0945E1000000AC10015A,CITOSTATICO NO GUIA COMP,L01,AGENTES ANTINEOPLASICOS
B78E174F8CDED02AE1000000AC10015A,CITOSTATICO NO GUIA VIAL,L01,AGENTES ANTINEOPLASICOS
2FC4A355D9485261E1000000AC10015A,CITRATO DE POTASIO,G04BC91,"Potasio, citrato de"
64C98E5B00570F25E1000000AC1601AE,CITRATO DE POTASIO,G04BC91,"Potasio, citrato de"
43AEA355D9485261E1000000AC10015A,CITRATO DE POTASIO + ACIDO CITRICO,G04BC,Solventes de concreciones urinarias
0D14EF5D838C54D6E1000000AC1601AB,"CITRATO POTASICO, 280 G POLVO",G04BC,Solventes de concreciones urinarias
49FBF14E5AD9A84DE1000000AC10014C,"CITRATO SODICO TRIBASICO 0,3 M 30 ML FRASCO",V30ZZ91,FORMULAS MAGISTRALES
25835C468000801EE1000000AC100155,"CITRATO SODICO,CANULETAS 5 ML",A06AG11,"Laurilsulfato, incluyendo combinaciones"
BBD6A2559161E937E1000000AC10015A,CITRULINA,A16AX,Productos varios para el tracto alimentario y el metabolismo
6F5F1D5E52B3D8FDE1000000AC160194,CLADRIBINA 10 MG COMP (1 COMP),L01BB04,Cladribina
0A17035D1C8E116AE1000000AC16013E,"CLADRIBINA, 10 MG COMP (6 COMP)",L01BB04,Cladribina
19785C461C27EF6FE1000000AC100155,"CLADRIBINA, 10 MG/10 ML VIAL 10 ML",L01BB04,Cladribina
8A455B466A54183FE1000000AC100155,"CLARAL PLUS, 1 MG/1 G CREM 60 G",,
043BA2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
04A8A355D9485261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
0EA8A355D9485261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
10DFA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
1240005A9F86032AE1000000AC16019D,claritromicina,J01FA09,Claritromicina
16339F5547FC5261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
16ACA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
1D2DA2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
1FE1A35551047E7DE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
27E49858E88F580FE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
28B5A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
2A40005A9F86032AE1000000AC16019D,claritromicina,J01FA09,Claritromicina
30C7A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
31E49858E88F580FE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
31F9A15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
379BA355D9485261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
5631A2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
58D8A355D9485261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
5C38F55B977906B3E1000000AC16013E,claritromicina,J01FA09,Claritromicina
6031A2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
61C3A35551047E7DE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
62ACA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
67479858C369BB44E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
6BC3A35551047E7DE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
6BD3A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
71479858C369BB44E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
78A3A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
7BE1A35551047E7DE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
7D37F55B977906B3E1000000AC16013E,claritromicina,J01FA09,Claritromicina
7FABA355D9485261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
7FD3A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
7FE4A15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
81C2A35551047E7DE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
852EA15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
89D3A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
8AB0A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
8ADEA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
8B9BA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
8BD4A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
8F0A9F556B8B2F72E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
92ABA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
9918A2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
9AE59858E88F580FE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
9DD4A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
A4E59858E88F580FE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
A68A9F5A6BE6A024E1000000AC16013F,claritromicina,J01FA09,Claritromicina
A6A0A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
A8D79858A9691743E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
B3D79858A9691743E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
C5DDA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
C8CDA15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
CAAEA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
D2CDA15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
D835A15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
DCCDA15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
DDFDA15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
E235A15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
E4DEA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
E55D9F5547FC5261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
E6CDA15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
E7F2945760E2C03CE1000000AC100159,claritromicina,J01FA09,Claritromicina
EE33A2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
EF3F005A9F86032AE1000000AC16019D,claritromicina,J01FA09,Claritromicina
EF5D9F5547FC5261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
F2329F5547FC5261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
F326A15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
F635A15577DAFF1BE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
F7D2A2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
FA3AA2559FE3097CE1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
FA9EA2559161E937E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
FAA7A355D9485261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
FC329F5547FC5261E1000000AC10015A,CLARITROMICINA,J01FA09,Claritromicina
BA2C5C461C27EF6FE1000000AC100155,"CLARITROMICINA, 125 MG/5 ML SUSP FRA 100 ML",J01FA09,Claritromicina
29395C464128183FE1000000AC100155,"CLARITROMICINA, 250 MG COMP",J01FA09,Claritromicina
2B265B466A54183FE1000000AC100155,"CLARITROMICINA, 250 MG COMP",J01FA09,Claritromicina
5A2C5C46F42A7E1EE1000000AC100155,"CLARITROMICINA, 250 MG/5 ML SUSP FRA 100 ML",J01FA09,Claritromicina
70395B466A54183FE1000000AC100155,"CLARITROMICINA, 250 MG/5 ML SUSP FRA 100 ML",J01FA09,Claritromicina
03355C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
06395C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
0B1A1E4A3F9F1844E1000000AC100158,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
0C2F5C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
0D1A1E4A3F9F1844E1000000AC100158,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
122D5C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
182D5C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
18395C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
1B385C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
322B5C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
367A5C468000801EE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
3B3D5C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
562E5C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
58315C461C27EF6FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
5D395C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
5F345C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
71265B466A54183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
713D5C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
7F375C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
851A5B466A54183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
851B5B466A54183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
9F335C464128183FE1000000AC100155,"CLARITROMICINA, 500 MG COMP",J01FA09,Claritromicina
